,word,count
1813,russian,3
1814,line,5
1815,raising,1
1816,directed,1
1817,hair,1
1818,patriot,1
1819,redeemed,1
1820,....,1
1821,us,32
1822,played,1
1823,called,11
1824,influence,1
1825,doesn,15
1826,divisive,2
1827,single,8
1828,diverse,2
1829,evening,1
1830,independents,1
1831,%,2
1832,objection,1
1833,fixing,1
1834,thanks,3
1835,backs,1
1836,politicians,10
1837,points,2
1838,income,7
1839,department,6
1840,confine,1
1841,nice,3
1842,users,2
1843,lashing,1
1844,problems,3
1845,prepared,1
1846,regulations,2
1847,reforms,3
1848,ago,10
1849,e,3
1850,age,5
1851,required,1
1852,walked,1
1853,2002,1
1854,depth,1
1855,2001,2
1856,2004,2
1857,walker,27
1858,ashton,1
1859,code,2
1860,partial,1
1861,gang,1
1862,go,21
1863,moon,1
1864,kate,5
1865,issues,16
1866,chapo,1
1867,disposal,1
1868,concerned,1
1869,young,3
1870,send,6
1871,dramatically,1
1872,resources,1
1873,probe,1
1874,garden,1
1875,continues,1
1876,facebook,14
1877,assad,3
1878,continued,1
1879,wipe,1
1880,entire,2
1881,positions,3
1882,sanctions,4
1883,fewer,1
1884,deals,2
1885,race,5
1886,enforce,3
1887,pledge,8
1888,carly,1
1889,crop,1
1890,jump,1
1891,noise,5
1892,video,12
1893,traveling,1
1894,cartel,1
1895,medieval,1
1896,power,6
1897,chicago,1
1898,giving,1
1899,reaching,1
1900,access,1
1901,consistently,2
1902,waiting,1
1903,experiment,1
1904,twins,1
1905,capital,2
1906,;,4
1907,body,1
1908,led,5
1909,chose,1
1910,exchange,1
1911,pushing,1
1912,commercial,6
1913,sins,1
1914,444,1
1915,growing,5
1916,explore,1
1917,let,27
1918,healing,1
1919,others,1
1920,safer,1
1921,mindset,1
1922,ukraine,3
1923,great,16
1924,engage,1
1925,receive,1
1926,involved,1
1927,30,8
1928,host,3
1929,later,4
1930,defeat,2
1931,opinion,4
1932,makes,6
1933,honor,2
1934,clark,1
1935,egypt,2
1936,win,16
1937,bergdahl,2
1938,sgt,1
1939,private,6
1940,addressed,1
1941,oval,1
1942,apply,2
1943,resolutions,1
1944,tools,1
1945,standing,3
1946,use,12
1947,stream,1
1948,consumption,3
1949,illegal,14
1950,ministers,1
1951,next,18
1952,doubt,1
1953,pencil,1
1954,started,2
1955,occurred,1
1956,missile,1
1957,opposing,1
1958,baby,2
1959,appointed,2
1960,women,8
1961,escaped,1
1962,account,3
1963,animals,1
1964,inexperience,1
1965,tunnel,1
1966,challenge,1
1967,recession,1
1968,battles,1
1969,anywhere,2
1970,crossed,1
1971,meet,2
1972,closing,9
1973,proof,1
1974,control,4
1975,wedge,2
1976,weaker,2
1977,patrol,2
1978,process,4
1979,tax,15
1980,high,8
1981,effectively,2
1982,reserves,2
1983,something,10
1984,arnie,1
1985,rape,3
1986,sir,4
1987,educational,1
1988,united,18
1989,sit,1
1990,six,3
1991,fortunate,1
1992,sic,1
1993,instead,5
1994,struggled,1
1995,weakened,1
1996,stock,1
1997,puppets,1
1998,blocks,1
1999,watch,1
2000,testimony,2
2001,collection,2
2002,chiefs,4
2003,pigs,1
2004,demonstrating,1
2005,requirements,1
2006,worried,1
2007,npr,1
2008,ot,1
2009,advocated,4
2010,lines,3
2011,amazon,1
2012,chief,8
2013,advocates,1
2014,honestly,1
2015,nancy,2
2016,"%,",2
2017,%.,1
2018,crosstalk,11
2019,including,4
2020,looks,2
2021,mentioned,3
2022,vilify,1
2023,perfect,1
2024,inquisitions,1
2025,negotiated,1
2027,lithuania,1
2028,winning,1
2029,willing,2
2030,choose,1
2031,2016,7
2032,2010,1
2033,2013,1
2034,2012,1
2035,dad,2
2036,violating,1
2037,greater,1
2038,bolder,2
2039,practice,1
2040,runs,2
2041,flew,2
2042,blessed,6
2043,mention,1
2044,cutting,4
2045,ferguson,1
2046,hands,3
2047,front,2
2048,republican,31
2049,day,15
2050,presidential,5
2051,february,1
2052,identified,1
2053,latvia,1
2054,truth,4
2055,rising,2
2056,globe,1
2057,700,1
2058,related,2
2059,relates,1
2060,special,1
2061,fundamentally,4
2063,kids,5
2064,defend,4
2065,may,6
2066,arkansas,1
2067,lecture,3
2068,supports,2
2069,red,2
2070,southern,1
2071,embassy,1
2072,ban,1
2073,completely,1
2074,york,3
2075,conservatives,4
2076,conflicts,1
2077,ronald,3
2078,allies,8
2079,islamic,3
2080,could,16
2081,florida,9
2082,keep,9
2083,conversation,1
2084,stimulate,2
2085,strategic,1
2086,forfeits,1
2087,legislative,1
2088,vetoed,2
2089,management,1
2090,fair,6
2091,unknown,4
2092,system,26
2093,relations,1
2094,"?""",5
2095,priority,3
2096,attack,6
2097,lifting,1
2098,norton,1
2099,final,3
2100,painful,1
2101,interests,1
2102,enforcement,4
2103,exactly,8
2104,megan,4
2105,july,1
2106,overwhelming,1
2107,apologist,1
2108,steel,3
2109,resist,1
2110,ben,1
2111,liquid,1
2112,aspiration,1
2113,commandant,1
2114,submitted,2
2115,defense,3
2116,bet,1
2117,result,3
2118,clip,12
2119,tonight,29
2120,buy,1
2121,fourteenth,1
2122,need,54
2123,border,19
2124,clearly,2
2125,viewed,1
2126,smallest,1
2127,studying,1
2128,agency,1
2129,able,9
2130,uncalled,1
2131,concerns,1
2132,skeptics,1
2133,techniques,1
2134,iisis,1
2135,allow,1
2136,combat,2
2137,useful,1
2138,visa,1
2139,eight,12
2140,class,8
2141,consequences,3
2142,enthusiastic,1
2143,request,1
2144,face,4
2145,businessman,2
2146,bret,4
2147,fact,17
2148,houston,1
2149,violation,1
2150,gentleman,1
2151,supported,5
2152,terminate,1
2153,bring,7
2154,serving,1
2155,traitor,1
2156,democrats,4
2157,utter,1
2158,fear,1
2159,debate,15
2160,decade,5
2161,partners,1
2162,candidacy,1
2163,based,6
2164,sheriff,1
2165,hadn,1
2166,tithing,1
2168,hopeful,2
2169,planted,1
2170,candidates,25
2171,inherited,1
2172,employee,1
2173,b,2
2174,local,4
2175,hope,6
2176,meant,1
2177,prosecute,1
2178,move,10
2179,handle,1
2180,listened,2
2181,means,3
2182,beat,4
2183,intellectually,1
2184,onel,1
2185,stripes,1
2186,dumbing,1
2187,joint,4
2188,ones,3
2189,legitimate,1
2190,words,1
2191,areas,1
2192,course,9
2193,taxes,11
2194,calling,3
2195,contain,1
2196,ohio,10
2197,generations,1
2198,view,2
2199,buzzer,5
2200,strengthened,1
2201,exists,3
2202,national,9
2203,officials,2
2204,subcommittee,1
2205,enhanced,1
2206,reform,8
2207,nuclear,6
2208,favor,5
2209,written,1
2210,felony,1
2211,tens,1
2212,neither,1
2213,frustrated,2
2214,email,1
2215,ends,1
2216,bed,1
2217,interfere,1
2218,job,8
2219,key,3
2220,police,2
2221,declining,1
2222,david,1
2223,career,4
2224,taking,1
2225,equal,1
2226,drug,3
2227,beliefs,1
2228,moderators,1
2229,succeed,2
2230,figures,1
2231,passing,1
2232,lofty,1
2233,jersey,9
2234,otherwise,1
2235,detailed,1
2236,co,1
2237,wall,5
2238,supreme,3
2239,incest,3
2240,respect,5
2241,600,1
2242,pouring,1
2243,mailman,2
2244,second,3
2245,addition,1
2246,decent,2
2247,treat,4
2248,proposal,1
2249,fence,2
2250,define,1
2251,faced,1
2252,mike,3
2253,controlled,1
2254,protect,6
2255,netanyahu,1
2256,bulk,1
2257,abortions,1
2258,mail,1
2259,indiscriminately,1
2260,fellow,1
2261,criminal,2
2262,welcoming,1
2263,abandoned,2
2264,unlike,3
2265,value,1
2266,choices,1
2267,fault,2
2268,balance,2
2269,va,4
2271,almost,4
2272,surprisingly,1
2273,helped,1
2274,optimistic,1
2275,lifetime,2
2276,partner,1
2277,minorities,2
2278,terrorist,3
2280,administration,2
2281,unite,3
2282,member,1
2283,guns,1
2284,unity,1
2285,parts,2
2286,speaker,1
2287,digging,1
2288,largest,4
2289,units,1
2290,party,12
2291,terrorism,4
2292,gets,4
2293,difficult,2
2294,iou,1
2295,disagree,5
2296,effect,1
2297,student,5
2298,expand,3
2299,destruction,1
2300,paycheck,5
2301,center,3
2302,records,9
2303,weapon,1
2304,well,42
2305,fighting,7
2306,tithes,2
2307,thought,4
2308,touching,1
2309,350,4
2310,position,9
2311,audio,1
2312,restore,3
2313,arming,2
2314,enormously,1
2315,less,5
2316,moments,1
2317,offensive,1
2318,accurate,1
2319,executive,4
2320,mistakes,1
2321,rooms,1
2322,protecting,4
2323,paul,42
2324,abolish,1
2325,generous,1
2326,reformer,1
2327,bell,1
2328,mcconnell,1
2329,fled,1
2330,reasons,2
2331,add,2
2332,nato,3
2333,ado,1
2334,warrant,4
2335,loan,2
2336,smart,1
2337,increased,2
2338,government,33
2339,famously,1
2340,protesters,1
2341,interrogation,1
2342,increases,3
2343,five,11
2344,know,63
2345,immediately,2
2346,bayonets,1
2347,crist,1
2348,loss,1
2349,like,40
2350,lost,4
2351,clown,1
2352,taxpayers,1
2353,lose,5
2354,become,3
2355,works,3
2356,soft,1
2357,amendment,7
2358,twitter,3
2359,church,2
2360,library,1
2361,115,2
2362,growth,18
2363,cleveland,7
2364,proper,1
2365,home,4
2366,liking,1
2367,peter,2
2368,happens,1
2369,lead,8
2370,broad,1
2371,objected,1
2372,miner,1
2373,14th,1
2374,warfare,2
2375,screwed,1
2376,bosses,1
2377,leader,6
2379,blowing,1
2380,pietricone,1
2381,schedule,1
2382,expansion,1
2383,neurosurgeon,3
2384,although,2
2385,worthy,1
2386,r,1
2387,loans,5
2388,counties,1
2389,stage,27
2390,getting,4
2391,staked,1
2392,freedom,2
2393,sakes,1
2394,statement,12
2395,introduced,2
2396,unsustainable,1
2397,keeps,1
2398,owe,2
2399,creativity,1
2400,warrants,1
2401,washington,12
2402,commitment,2
2403,included,1
2404,promise,3
2405,female,3
2406,buick,1
2408,fired,1
2409,accused,1
2410,additional,1
2411,1981,1
2412,kidding,1
2413,biggest,1
2414,chunk,1
2415,alienated,1
2416,certificate,1
2417,blaming,1
2418,repeated,1
2419,gain,2
2420,highest,1
2421,assets,1
2422,baptist,1
2423,made,9
2424,places,2
2425,whether,11
2426,dangerous,3
2427,signed,2
2428,incompetent,1
2429,record,7
2430,convince,1
2431,ruling,1
2432,problem,15
2433,piece,1
2434,minutes,1
2435,penetrating,1
2436,recognize,1
2437,scary,1
2438,---,2
2439,periods,1
2440,goodness,1
2441,83,1
2442,disengagement,1
2443,education,7
2444,"--""",1
2445,44,1
2446,percent,14
2447,40,1
2448,book,2
2449,incredibly,3
2450,guys,1
2451,illegally,3
2452,francisco,1
2453,kinds,1
2454,inherently,1
2455,stay,3
2456,chance,7
2457,repeal,1
2458,friends,6
2459,christians,3
2460,searches,1
2461,defunding,1
2462,rule,1
2463,lift,2
2464,compete,1
2465,pension,1
2466,ideological,4
2467,lives,7
2468,indirectly,1
